user_id,signup_datetime,country,device_type,acquisition_channel,experiment_variant,initial_plan
1695,2024-06-05,IT,web,email,B,premium_trial
1696,2024-03-15,ZA,web,social,A,trial
1697,2024-04-25,US,mobile,paid_ads,B,free
1698,2024-02-01,US,mobile,organic,B,trial
1699,2024-05-09,UK,mobile,social,A,trial
1700,2024-06-23,IN,tablet,referral,B,trial
1701,2024-03-24,AU,tablet,social,B,trial
1702,2024-01-22,FR,mobile,email,B,trial
1703,2024-01-27,ZA,web,referral,A,premium_trial
1704,2024-03-21,ZA,mobile,referral,A,premium_trial
1705,2024-05-05,ZA,tablet,social,A,free
1706,2024-04-01,FR,web,email,B,free
1707,2024-01-21,CA,tablet,organic,A,trial
1708,2024-02-16,US,web,social,A,free
1709,2024-04-10,UK,tablet,organic,A,free
1710,2024-03-24,EG,web,social,B,trial
1711,2024-01-06,FR,web,organic,B,premium_trial
1712,2024-05-26,UK,web,social,A,premium_trial
1713,2024-05-10,BR,web,referral,A,free
1714,2024-01-01,ID,tablet,paid_ads,A,premium_trial
1715,2024-02-27,IN,tablet,referral,B,premium_trial
1716,2024-05-03,US,web,organic,A,free
1717,2024-06-14,ID,web,email,B,trial
1718,2024-01-15,CA,tablet,referral,B,free
1719,2024-06-10,TR,web,paid_ads,B,free
1720,2024-06-11,IT,web,organic,A,free
1721,2024-03-04,FR,web,referral,A,trial
1722,2024-01-25,BR,mobile,social,B,trial
1723,2024-01-24,EG,web,email,B,trial
1724,2024-01-12,TR,mobile,organic,B,trial
1725,2024-01-18,UK,web,referral,B,free
1726,2024-01-15,ES,tablet,organic,A,premium_trial
1727,2024-01-27,MX,mobile,social,A,free
1728,2024-03-12,US,mobile,paid_ads,B,trial
1729,2024-02-29,US,web,referral,B,premium_trial
1730,2024-06-22,BR,web,organic,B,free
1731,2024-05-24,UK,mobile,organic,A,premium_trial
1732,2024-04-02,DE,tablet,organic,B,trial
1733,2024-02-22,US,tablet,paid_ads,A,premium_trial
1734,2024-01-08,DE,web,organic,B,premium_trial
1735,2024-03-19,EG,tablet,email,A,trial
1736,2024-01-27,ZA,tablet,email,A,premium_trial
1737,2024-06-22,ES,web,organic,B,free
1738,2024-02-19,BR,tablet,email,A,premium_trial
1739,2024-05-10,TR,web,referral,A,free
1740,2024-04-02,ZA,mobile,email,A,premium_trial
1741,2024-06-20,ZA,web,organic,A,premium_trial
1742,2024-01-24,ID,mobile,social,B,trial
1743,2024-02-29,UK,mobile,referral,B,trial
1744,2024-05-01,UK,tablet,paid_ads,B,free
1745,2024-05-10,MA,tablet,organic,B,trial
1746,2024-05-27,ZA,tablet,paid_ads,B,trial
1747,2024-02-15,EG,web,social,A,trial
1748,2024-01-15,EG,tablet,paid_ads,A,trial
1749,2024-06-01,IN,mobile,organic,A,trial
1750,2024-01-17,MX,tablet,organic,A,free
1751,2024-05-05,FR,tablet,social,B,free
1752,2024-03-24,AU,web,organic,B,trial
1753,2024-01-09,FR,web,social,A,trial
1754,2024-06-14,MA,mobile,social,B,free
1755,2024-06-24,IT,web,organic,A,premium_trial
1756,2024-03-03,CA,tablet,email,A,free
1757,2024-04-26,BR,web,social,B,premium_trial
1758,2024-05-09,ES,mobile,organic,B,trial
1759,2024-03-28,UK,tablet,email,B,trial
1760,2024-03-12,MX,mobile,social,B,free
1761,2024-05-18,DE,web,email,B,trial
1762,2024-03-04,BR,web,referral,B,premium_trial
1763,2024-03-12,IT,mobile,referral,B,premium_trial
1764,2024-01-21,ID,tablet,email,A,free
1765,2024-01-18,BR,web,social,B,premium_trial
1766,2024-03-04,IT,web,organic,A,free
1767,2024-03-22,UK,tablet,paid_ads,A,free
1768,2024-04-19,CA,web,organic,B,premium_trial
1769,2024-04-04,ZA,mobile,paid_ads,A,premium_trial
1770,2024-06-14,IT,web,paid_ads,B,premium_trial
1771,2024-02-01,UK,web,social,A,premium_trial
1772,2024-01-11,UK,tablet,email,A,premium_trial
1773,2024-02-14,CA,mobile,organic,A,premium_trial
1774,2024-02-02,FR,tablet,email,B,premium_trial
1775,2024-04-11,ZA,web,referral,A,trial
1776,2024-06-17,BR,web,social,A,free
1777,2024-05-15,MA,tablet,social,A,free
1778,2024-01-11,US,tablet,referral,B,premium_trial
1779,2024-06-27,US,tablet,organic,A,free
1780,2024-03-28,MA,mobile,referral,B,premium_trial
1781,2024-02-10,ID,web,organic,A,trial
1782,2024-05-24,DE,tablet,paid_ads,A,free
1783,2024-03-16,EG,web,social,A,free
1784,2024-04-30,DE,mobile,organic,B,trial
1785,2024-02-15,EG,mobile,email,A,trial
1786,2024-06-08,MA,mobile,email,A,trial
1787,2024-03-20,US,mobile,social,A,free
1788,2024-02-23,ES,web,referral,A,free
1789,2024-03-26,US,mobile,referral,B,trial
1790,2024-04-01,DE,mobile,organic,A,trial
1791,2024-05-27,MX,tablet,referral,A,trial
1792,2024-06-09,MA,mobile,social,A,trial
1793,2024-06-16,ID,tablet,organic,A,trial
1794,2024-06-08,DE,mobile,paid_ads,B,premium_trial
1795,2024-04-06,ES,mobile,referral,A,trial
1796,2024-01-02,BR,tablet,referral,A,premium_trial
1797,2024-02-02,EG,mobile,organic,B,free
1798,2024-06-06,US,web,email,A,free
1799,2024-06-09,ID,web,referral,A,premium_trial
1800,2024-03-17,CA,mobile,social,A,trial
1801,2024-04-25,ZA,web,referral,B,free
1802,2024-06-02,MX,tablet,paid_ads,A,trial
1803,2024-05-29,UK,mobile,referral,B,trial
1804,2024-04-12,ES,mobile,email,B,premium_trial
1805,2024-06-14,DE,tablet,referral,B,free
1806,2024-04-12,EG,tablet,organic,B,free
1807,2024-03-30,CA,tablet,referral,B,premium_trial
1808,2024-06-22,ID,mobile,email,B,trial
1809,2024-05-01,AU,tablet,organic,B,trial
1810,2024-05-22,IT,tablet,social,A,free
1811,2024-04-15,FR,web,organic,A,premium_trial
1812,2024-04-28,US,web,paid_ads,B,premium_trial
1813,2024-06-20,TR,mobile,organic,B,trial
1814,2024-02-18,FR,web,social,B,trial
1815,2024-04-13,ES,web,referral,B,premium_trial
1816,2024-03-01,IT,tablet,organic,B,free
1817,2024-05-02,AU,tablet,organic,B,trial
1818,2024-05-13,IT,web,organic,A,premium_trial
1819,2024-01-09,ID,web,organic,A,premium_trial
1820,2024-01-06,IT,web,social,B,premium_trial
1821,2024-03-13,UK,mobile,email,B,free
1822,2024-04-12,ZA,mobile,email,B,trial
1823,2024-06-08,ES,mobile,organic,A,trial
1824,2024-02-10,TR,web,social,B,trial
1825,2024-04-23,BR,web,social,A,free
1826,2024-01-08,FR,mobile,organic,A,trial
1827,2024-03-12,TR,mobile,paid_ads,A,trial
1828,2024-06-26,BR,web,organic,B,trial
1829,2024-04-01,CA,tablet,paid_ads,B,trial
1830,2024-03-02,AU,mobile,organic,A,free
1831,2024-03-24,IN,web,paid_ads,A,premium_trial
1832,2024-03-02,MX,web,paid_ads,A,premium_trial
1833,2024-04-20,MX,tablet,organic,A,trial
1834,2024-05-06,BR,web,paid_ads,B,trial
1835,2024-01-07,IN,web,referral,A,trial
1836,2024-03-24,ID,mobile,email,B,free
1837,2024-05-11,TR,mobile,social,A,trial
1838,2024-05-13,IN,tablet,paid_ads,B,free
1839,2024-02-27,US,tablet,paid_ads,A,trial
1840,2024-01-22,CA,web,social,B,trial
1841,2024-06-02,ES,mobile,paid_ads,B,premium_trial
1842,2024-05-06,IN,tablet,social,B,trial
1843,2024-01-03,DE,tablet,organic,A,free
1844,2024-05-06,MA,tablet,referral,B,premium_trial
1845,2024-02-10,ID,web,referral,A,free
1846,2024-04-15,MX,mobile,email,B,premium_trial
1847,2024-01-14,DE,tablet,paid_ads,B,free
1848,2024-01-12,CA,mobile,email,A,premium_trial
1849,2024-03-27,IN,tablet,organic,B,free
1850,2024-01-12,FR,tablet,referral,B,free
1851,2024-05-20,MX,mobile,organic,A,trial
1852,2024-01-25,US,mobile,organic,B,premium_trial
1853,2024-02-14,EG,mobile,paid_ads,B,premium_trial
1854,2024-05-01,US,web,organic,B,trial
1855,2024-05-26,MA,tablet,referral,B,free
1856,2024-02-24,IT,web,email,A,free
1857,2024-04-09,EG,mobile,referral,B,premium_trial
1858,2024-06-21,UK,tablet,paid_ads,B,free
1859,2024-05-15,IN,web,referral,B,premium_trial
1860,2024-04-28,CA,tablet,social,B,premium_trial
1861,2024-02-22,MX,web,email,B,free
1862,2024-02-01,UK,mobile,social,B,free
1863,2024-02-20,ZA,web,social,B,free
1864,2024-02-13,CA,tablet,paid_ads,B,trial
1865,2024-03-22,MA,tablet,organic,A,premium_trial
1866,2024-05-25,BR,tablet,social,A,free
1867,2024-05-29,IN,tablet,referral,A,trial
1868,2024-02-06,ES,mobile,organic,A,free
1869,2024-04-05,ES,web,referral,B,premium_trial
1870,2024-02-25,IN,mobile,referral,B,trial
1871,2024-04-14,EG,mobile,organic,A,premium_trial
1872,2024-02-28,IT,mobile,organic,A,free
1873,2024-05-10,IT,tablet,referral,A,free
1874,2024-06-04,EG,tablet,paid_ads,B,free
1875,2024-02-04,TR,tablet,email,B,trial
1876,2024-04-02,AU,web,email,A,trial
1877,2024-04-06,ES,tablet,paid_ads,A,trial
1878,2024-05-14,FR,web,organic,A,trial
1879,2024-03-16,EG,tablet,referral,A,free
1880,2024-02-18,MX,tablet,email,A,free
1881,2024-04-03,ES,mobile,referral,B,free
1882,2024-06-07,FR,mobile,paid_ads,A,trial
1883,2024-01-24,MA,mobile,referral,B,trial
1884,2024-05-27,UK,web,paid_ads,A,free
1885,2024-02-06,FR,web,organic,A,free
1886,2024-01-04,UK,tablet,paid_ads,B,trial
1887,2024-04-17,AU,web,paid_ads,A,premium_trial
1888,2024-05-05,CA,tablet,email,B,free
1889,2024-01-20,ID,web,referral,B,free
1890,2024-05-31,DE,web,email,A,free
1891,2024-02-19,CA,web,social,A,trial
1892,2024-06-25,ES,mobile,paid_ads,B,free
1893,2024-06-27,UK,web,social,B,free
1894,2024-04-05,ES,mobile,email,A,free
1895,2024-04-14,AU,mobile,referral,B,free
1896,2024-06-12,EG,web,email,A,free
1897,2024-04-26,IN,tablet,referral,B,premium_trial
1898,2024-04-07,MX,tablet,referral,A,premium_trial
1899,2024-03-06,US,tablet,organic,B,free
1900,2024-03-19,ZA,web,paid_ads,B,free
1901,2024-06-10,ZA,tablet,email,A,free
1902,2024-06-12,ES,mobile,referral,B,free
1903,2024-01-06,MX,tablet,email,B,trial
1904,2024-02-08,EG,web,email,B,trial
1905,2024-06-18,FR,tablet,referral,B,trial
1906,2024-04-24,EG,mobile,social,B,premium_trial
1907,2024-05-04,MA,web,paid_ads,B,free
1908,2024-01-12,CA,tablet,paid_ads,B,trial
1909,2024-05-10,TR,web,organic,A,free
1910,2024-01-18,FR,web,organic,B,free
1911,2024-02-09,US,web,organic,B,premium_trial
1912,2024-01-21,UK,tablet,paid_ads,A,premium_trial
1913,2024-05-22,IN,web,social,B,trial
1914,2024-04-08,MX,tablet,paid_ads,B,trial
1915,2024-01-26,IN,mobile,paid_ads,A,premium_trial
1916,2024-01-08,DE,tablet,paid_ads,B,premium_trial
1917,2024-04-09,AU,mobile,paid_ads,B,free
1918,2024-03-27,EG,tablet,social,A,free
1919,2024-02-11,ES,web,organic,A,trial
1920,2024-06-20,UK,tablet,email,B,trial
1921,2024-01-14,ZA,web,organic,B,premium_trial
1922,2024-03-18,DE,mobile,organic,A,trial
1923,2024-01-02,EG,tablet,email,B,free
1924,2024-04-28,BR,web,paid_ads,A,premium_trial
1925,2024-02-06,ES,mobile,social,A,free
1926,2024-03-09,FR,mobile,social,A,premium_trial
1927,2024-06-14,CA,tablet,organic,B,premium_trial
1928,2024-02-10,ID,mobile,email,A,free
1929,2024-03-02,MX,web,referral,A,trial
1930,2024-02-29,TR,mobile,paid_ads,A,trial
1931,2024-05-04,MA,mobile,organic,B,trial
1932,2024-04-20,US,web,social,B,trial
1933,2024-01-14,US,mobile,email,B,free
1934,2024-03-24,TR,mobile,email,A,premium_trial
1935,2024-05-09,FR,mobile,organic,B,free
1936,2024-03-10,IT,mobile,referral,B,trial
1937,2024-05-24,US,web,social,A,trial
1938,2024-05-02,MX,mobile,organic,A,free
1939,2024-03-29,FR,web,referral,B,premium_trial
1940,2024-01-28,UK,mobile,email,B,free
1941,2024-03-06,US,mobile,paid_ads,A,free
1942,2024-06-11,IN,mobile,social,B,free
1943,2024-01-05,FR,mobile,social,A,premium_trial
1944,2024-06-16,MX,web,referral,A,free
1945,2024-06-12,TR,web,organic,B,free
1946,2024-02-14,ID,web,email,B,trial
1947,2024-05-30,IN,tablet,referral,B,free
1948,2024-02-16,ZA,mobile,paid_ads,B,trial
1949,2024-01-31,ZA,mobile,paid_ads,A,trial
1950,2024-05-18,ES,web,paid_ads,B,trial
1951,2024-01-10,ZA,tablet,referral,B,premium_trial
1952,2024-04-27,ES,mobile,email,B,trial
1953,2024-01-14,US,web,social,A,free
1954,2024-03-20,IN,mobile,organic,B,free
1955,2024-04-02,CA,mobile,social,B,trial
1956,2024-01-10,EG,web,email,A,trial
1957,2024-03-16,ES,web,social,A,free
1958,2024-04-03,CA,mobile,referral,A,trial
1959,2024-04-14,UK,mobile,paid_ads,A,premium_trial
1960,2024-01-01,FR,web,email,A,trial
1961,2024-05-12,EG,mobile,email,B,premium_trial
1962,2024-01-20,DE,mobile,social,A,premium_trial
1963,2024-01-08,AU,web,referral,A,premium_trial
1964,2024-06-19,MX,mobile,social,A,trial
1965,2024-01-01,MA,mobile,social,A,premium_trial
1966,2024-02-26,AU,tablet,email,A,premium_trial
1967,2024-03-04,AU,web,social,A,trial
1968,2024-04-27,FR,tablet,paid_ads,A,premium_trial
1969,2024-01-28,TR,tablet,social,A,trial
1970,2024-04-30,EG,tablet,paid_ads,B,free
1971,2024-04-16,MX,mobile,email,B,premium_trial
1972,2024-06-13,EG,mobile,referral,B,trial
1973,2024-06-23,IN,tablet,paid_ads,A,free
1974,2024-06-13,UK,tablet,referral,A,premium_trial
1975,2024-02-18,BR,tablet,referral,A,premium_trial
1976,2024-04-29,MA,mobile,paid_ads,B,trial
1977,2024-02-13,US,tablet,email,A,free
1978,2024-02-25,EG,tablet,organic,A,trial
1979,2024-06-04,MX,web,referral,A,premium_trial
1980,2024-04-20,MX,web,referral,B,premium_trial
1981,2024-05-13,IN,mobile,email,B,premium_trial
1982,2024-04-17,CA,web,email,A,premium_trial
1983,2024-05-27,FR,web,social,B,free
1984,2024-04-23,TR,web,email,A,free
1985,2024-03-18,BR,mobile,referral,A,trial
1986,2024-05-09,IT,web,paid_ads,B,trial
1987,2024-02-06,US,mobile,organic,B,trial
1988,2024-01-20,DE,tablet,social,B,premium_trial
1989,2024-01-26,IT,web,paid_ads,B,trial
1990,2024-01-29,AU,mobile,organic,A,free
1991,2024-01-01,ZA,web,organic,A,trial
1992,2024-04-28,FR,tablet,organic,B,trial
1993,2024-02-04,AU,mobile,paid_ads,B,free
1994,2024-02-28,ZA,mobile,social,A,free
1995,2024-03-09,AU,mobile,social,A,premium_trial
1996,2024-06-09,US,tablet,organic,A,free
1997,2024-06-27,MX,tablet,paid_ads,A,free
1998,2024-01-12,ID,tablet,organic,B,trial
1999,2024-01-20,DE,mobile,email,B,free
2000,2024-02-12,EG,tablet,social,B,premium_trial
2001,2024-05-05,ZA,web,referral,A,trial
2002,2024-02-19,CA,tablet,organic,A,premium_trial
2003,2024-01-29,BR,mobile,email,B,free
2004,2024-02-08,EG,web,social,B,premium_trial
2005,2024-06-19,TR,tablet,paid_ads,B,premium_trial
2006,2024-06-26,CA,web,social,A,free
2007,2024-05-30,UK,web,paid_ads,B,free
2008,2024-06-20,ID,mobile,paid_ads,A,trial
2009,2024-02-07,IN,web,organic,B,trial
2010,2024-03-24,US,web,organic,B,trial
2011,2024-05-30,EG,mobile,social,B,free
2012,2024-05-07,ZA,mobile,email,A,premium_trial
2013,2024-05-05,CA,mobile,social,A,premium_trial
2014,2024-02-14,ID,web,referral,A,trial
2015,2024-02-21,ZA,web,paid_ads,A,trial
2016,2024-03-20,IT,web,paid_ads,A,free
2017,2024-06-26,IN,mobile,organic,A,premium_trial
2018,2024-05-03,CA,tablet,email,B,trial
2019,2024-04-28,ES,web,organic,A,free
2020,2024-01-08,AU,tablet,referral,B,trial
2021,2024-03-25,UK,mobile,social,A,free
2022,2024-05-08,FR,web,social,B,premium_trial
2023,2024-01-08,EG,tablet,email,B,free
2024,2024-06-05,AU,web,organic,A,trial
2025,2024-04-05,TR,web,organic,B,trial
2026,2024-04-11,BR,web,referral,A,premium_trial
2027,2024-01-05,ID,tablet,social,A,premium_trial
2028,2024-03-26,UK,mobile,organic,A,trial
2029,2024-06-23,IN,web,email,A,trial
2030,2024-02-03,ES,mobile,social,B,trial
2031,2024-02-24,US,mobile,referral,A,premium_trial
2032,2024-04-28,IT,tablet,email,B,trial
2033,2024-06-19,BR,tablet,paid_ads,B,premium_trial
2034,2024-06-06,EG,mobile,referral,B,trial
2035,2024-04-23,ID,web,email,A,free
2036,2024-05-24,BR,tablet,organic,B,free
2037,2024-01-26,UK,web,paid_ads,A,trial
2038,2024-05-15,ID,web,referral,B,free
2039,2024-02-16,IN,web,organic,A,premium_trial
2040,2024-04-22,US,mobile,paid_ads,A,free
2041,2024-03-16,MX,web,social,A,free
2042,2024-03-12,TR,mobile,organic,A,premium_trial
2043,2024-03-29,ES,mobile,email,B,free
2044,2024-02-15,EG,web,referral,B,free
2045,2024-02-02,MX,web,paid_ads,A,trial
2046,2024-01-01,IT,web,organic,B,premium_trial
2047,2024-05-26,US,web,social,A,premium_trial
2048,2024-01-31,MA,mobile,referral,A,trial
2049,2024-05-21,MA,web,referral,B,trial
2050,2024-02-22,US,web,organic,A,free
2051,2024-02-17,ES,mobile,social,A,free
2052,2024-03-09,DE,tablet,paid_ads,A,free
2053,2024-04-14,MX,tablet,organic,A,trial
2054,2024-03-30,CA,mobile,paid_ads,A,premium_trial
2055,2024-03-03,BR,tablet,referral,B,free
2056,2024-03-13,EG,mobile,paid_ads,B,trial
2057,2024-06-09,DE,web,social,B,premium_trial
2058,2024-06-17,CA,web,email,A,trial
2059,2024-03-29,TR,tablet,social,A,free
2060,2024-06-24,IN,web,paid_ads,A,trial
2061,2024-01-13,EG,tablet,organic,A,trial
2062,2024-03-13,EG,tablet,referral,A,trial
2063,2024-03-17,MA,web,email,A,trial
2064,2024-06-07,ES,web,organic,B,premium_trial
2065,2024-03-08,IN,tablet,organic,A,free
2066,2024-04-07,BR,web,social,B,premium_trial
2067,2024-05-04,FR,mobile,paid_ads,A,trial
2068,2024-04-11,CA,web,social,B,trial
2069,2024-05-11,MA,web,paid_ads,A,free
2070,2024-04-11,EG,mobile,social,B,free
2071,2024-01-19,DE,web,organic,B,premium_trial
2072,2024-03-22,AU,web,referral,A,premium_trial
2073,2024-05-20,MA,tablet,paid_ads,A,free
2074,2024-01-23,CA,web,email,B,premium_trial
2075,2024-03-23,CA,web,email,A,trial
2076,2024-04-18,AU,mobile,organic,A,trial
2077,2024-03-15,ES,tablet,social,A,free
2078,2024-05-08,ZA,tablet,social,B,premium_trial
2079,2024-03-28,EG,tablet,organic,A,trial
2080,2024-02-23,IN,web,email,B,free
2081,2024-03-29,MX,tablet,email,B,premium_trial
2082,2024-05-22,TR,mobile,social,A,trial
2083,2024-03-05,FR,tablet,paid_ads,B,premium_trial
2084,2024-03-16,ES,mobile,referral,A,premium_trial
2085,2024-05-22,ZA,tablet,paid_ads,A,premium_trial
2086,2024-05-28,IT,tablet,email,B,free
2087,2024-05-26,TR,mobile,paid_ads,B,trial
2088,2024-02-29,EG,tablet,referral,B,free
2089,2024-04-02,ES,tablet,paid_ads,B,trial
2090,2024-06-09,BR,tablet,paid_ads,B,trial
2091,2024-02-18,FR,web,paid_ads,A,free
2092,2024-02-04,MA,mobile,paid_ads,B,free
2093,2024-06-20,AU,tablet,organic,A,trial
2094,2024-04-11,US,mobile,email,A,trial
2095,2024-01-11,IT,mobile,referral,B,trial
2096,2024-04-08,UK,mobile,email,B,premium_trial
2097,2024-04-19,ID,tablet,organic,B,trial
2098,2024-03-14,ES,tablet,organic,B,free
2099,2024-06-22,CA,mobile,organic,B,free
2100,2024-01-09,MX,web,organic,A,free
2101,2024-01-03,US,mobile,paid_ads,A,trial
2102,2024-03-25,ES,web,email,A,trial
2103,2024-01-26,ES,mobile,social,B,premium_trial
2104,2024-03-12,DE,mobile,referral,B,premium_trial
2105,2024-02-17,ZA,mobile,organic,A,free
2106,2024-06-04,TR,tablet,email,B,premium_trial
2107,2024-04-26,DE,web,organic,B,premium_trial
2108,2024-06-02,US,web,organic,B,free
2109,2024-06-01,IN,mobile,organic,A,trial
2110,2024-01-12,MA,tablet,organic,B,premium_trial
2111,2024-05-12,DE,tablet,organic,A,trial
2112,2024-02-17,CA,web,referral,B,free
2113,2024-02-06,IT,tablet,email,B,free
2114,2024-02-13,UK,web,organic,A,premium_trial
2115,2024-01-15,TR,web,organic,B,free
2116,2024-02-12,AU,web,organic,B,free
2117,2024-06-24,FR,tablet,organic,B,free
2118,2024-03-27,UK,web,paid_ads,A,premium_trial
2119,2024-03-10,UK,web,paid_ads,B,premium_trial
2120,2024-02-15,FR,mobile,social,B,premium_trial
2121,2024-04-17,DE,web,organic,B,free
2122,2024-05-02,US,web,social,B,trial
2123,2024-06-19,FR,mobile,referral,B,free
2124,2024-01-21,MA,mobile,social,A,premium_trial
2125,2024-05-30,MA,tablet,email,A,trial
2126,2024-04-16,EG,web,paid_ads,B,trial
2127,2024-03-20,BR,tablet,paid_ads,B,premium_trial
2128,2024-02-16,IN,tablet,organic,A,trial
2129,2024-04-26,IT,mobile,organic,B,trial
2130,2024-05-03,MX,tablet,referral,B,premium_trial
2131,2024-05-22,DE,web,referral,B,trial
2132,2024-01-25,TR,mobile,email,B,trial
2133,2024-02-05,AU,web,organic,B,premium_trial
2134,2024-02-20,IN,web,organic,B,trial
2135,2024-01-15,FR,mobile,referral,B,trial
2136,2024-03-08,BR,web,referral,B,trial
2137,2024-01-21,MX,mobile,referral,A,trial
2138,2024-05-20,TR,web,paid_ads,A,premium_trial
2139,2024-01-19,IT,mobile,social,B,free
2140,2024-02-03,ID,tablet,social,B,free
2141,2024-03-18,ZA,web,organic,B,trial
2142,2024-05-04,IT,mobile,paid_ads,B,premium_trial
2143,2024-04-26,ZA,web,referral,A,premium_trial
2144,2024-02-21,DE,web,organic,A,trial
2145,2024-01-27,FR,web,paid_ads,A,free
2146,2024-06-05,ID,mobile,email,A,trial
2147,2024-06-04,IN,tablet,paid_ads,B,premium_trial
2148,2024-02-04,US,tablet,organic,B,premium_trial
2149,2024-05-15,IN,tablet,social,B,free
2150,2024-05-23,IN,mobile,referral,A,premium_trial
2151,2024-04-15,IT,tablet,email,B,premium_trial
2152,2024-06-12,ZA,mobile,paid_ads,B,premium_trial
2153,2024-06-06,US,web,organic,A,free
2154,2024-05-25,US,web,organic,A,premium_trial
2155,2024-01-02,DE,tablet,referral,A,trial
2156,2024-06-25,TR,mobile,organic,A,free
2157,2024-03-17,MX,web,organic,A,trial
2158,2024-05-11,ES,mobile,referral,B,trial
2159,2024-03-30,UK,mobile,email,B,free
2160,2024-03-29,TR,web,social,A,trial
2161,2024-04-03,UK,mobile,social,B,free
2162,2024-01-07,IT,web,paid_ads,B,trial
2163,2024-04-04,ES,web,email,B,free
2164,2024-04-17,MX,web,paid_ads,B,premium_trial
2165,2024-03-14,ES,mobile,social,A,premium_trial
2166,2024-02-08,DE,web,referral,B,trial
2167,2024-05-20,IN,mobile,organic,B,premium_trial
2168,2024-06-07,IT,web,social,B,free
2169,2024-03-11,US,web,email,A,trial
2170,2024-02-25,MA,tablet,social,B,premium_trial
2171,2024-06-18,IT,tablet,email,A,premium_trial
2172,2024-02-11,ZA,tablet,email,A,trial
2173,2024-02-05,UK,mobile,email,A,premium_trial
2174,2024-03-24,ID,mobile,paid_ads,A,premium_trial
2175,2024-04-27,MX,web,referral,B,trial
2176,2024-01-07,AU,web,social,A,premium_trial
2177,2024-02-23,ES,web,referral,A,premium_trial
2178,2024-05-08,MX,web,organic,A,premium_trial
2179,2024-06-20,TR,mobile,social,A,premium_trial
2180,2024-04-29,AU,web,referral,A,trial
2181,2024-06-21,DE,web,referral,B,free
2182,2024-04-15,IT,tablet,organic,A,free
2183,2024-02-16,TR,web,email,B,premium_trial
2184,2024-05-02,ZA,web,social,B,premium_trial
2185,2024-05-20,ID,web,social,A,free
2186,2024-04-28,FR,mobile,organic,B,premium_trial
2187,2024-05-29,AU,tablet,email,B,free
2188,2024-04-27,ZA,web,social,B,trial
2189,2024-01-21,IT,web,social,A,trial
2190,2024-05-16,TR,tablet,social,A,trial
2191,2024-01-26,US,web,email,A,trial
2192,2024-01-09,IT,mobile,organic,A,trial
2193,2024-01-15,BR,web,social,A,trial
2194,2024-01-10,DE,mobile,referral,A,free
2195,2024-05-01,CA,mobile,email,A,premium_trial
2196,2024-04-30,DE,web,paid_ads,B,free
2197,2024-05-04,ES,tablet,organic,B,trial
2198,2024-06-18,MA,mobile,referral,A,premium_trial
2199,2024-03-12,CA,tablet,social,B,premium_trial
2200,2024-05-31,ID,web,paid_ads,A,trial
2201,2024-02-18,ES,mobile,organic,A,trial
2202,2024-06-02,ES,web,email,A,trial
2203,2024-03-31,US,tablet,paid_ads,B,trial
2204,2024-02-06,ID,web,paid_ads,A,trial
2205,2024-03-08,US,web,referral,A,trial
2206,2024-02-19,ID,mobile,organic,A,premium_trial
2207,2024-05-31,EG,web,referral,A,trial
2208,2024-01-19,ZA,web,referral,B,trial
2209,2024-04-09,IN,web,social,A,premium_trial
2210,2024-02-29,UK,mobile,email,B,free
2211,2024-06-15,ID,tablet,paid_ads,B,trial
2212,2024-03-29,IN,tablet,organic,A,premium_trial
2213,2024-05-25,IN,web,email,A,premium_trial
2214,2024-05-26,AU,mobile,email,B,free
2215,2024-06-12,MA,web,organic,B,trial
2216,2024-03-09,UK,tablet,email,B,trial
2217,2024-06-23,FR,mobile,social,B,trial
2218,2024-02-18,CA,tablet,email,A,premium_trial
2219,2024-04-17,MX,tablet,social,B,trial
2220,2024-06-09,IN,mobile,paid_ads,B,trial
2221,2024-04-28,MA,mobile,paid_ads,B,trial
2222,2024-05-28,EG,web,referral,B,trial
2223,2024-05-29,ID,web,social,A,free
2224,2024-06-24,IT,tablet,paid_ads,A,free
2225,2024-02-06,IT,mobile,email,A,free
2226,2024-05-22,AU,mobile,organic,B,trial
2227,2024-06-11,ES,web,organic,B,trial
2228,2024-06-08,AU,tablet,social,A,premium_trial
2229,2024-01-11,UK,tablet,referral,A,premium_trial
2230,2024-05-17,ES,web,email,B,premium_trial
2231,2024-03-18,AU,mobile,social,A,trial
2232,2024-03-17,ID,web,organic,B,free
2233,2024-06-01,MA,web,social,B,free
2234,2024-01-02,BR,web,email,B,free
2235,2024-03-04,BR,web,paid_ads,B,trial
2236,2024-02-04,EG,mobile,email,B,free
2237,2024-01-07,TR,web,paid_ads,B,premium_trial
2238,2024-03-25,MX,mobile,paid_ads,A,premium_trial
2239,2024-05-25,AU,web,paid_ads,A,free
2240,2024-03-07,US,tablet,social,A,premium_trial
2241,2024-02-11,ID,mobile,organic,B,free
2242,2024-04-27,US,tablet,social,A,free
2243,2024-05-04,UK,web,organic,B,premium_trial
2244,2024-06-15,UK,web,email,B,premium_trial
2245,2024-06-17,IN,web,referral,B,premium_trial
2246,2024-01-24,BR,mobile,email,B,premium_trial
2247,2024-02-15,AU,tablet,social,A,free
2248,2024-01-19,IN,mobile,social,A,premium_trial
2249,2024-03-08,US,mobile,organic,A,premium_trial
2250,2024-04-11,TR,web,social,B,trial
2251,2024-02-11,CA,tablet,paid_ads,A,premium_trial
2252,2024-02-01,CA,web,social,A,premium_trial
